"filename", "language", "JSON", "Markdown", "TypeScript", "HTML", "JSON with Comments", "TypeScript JSX", "PostCSS", "JavaScript", "Skill", "comment", "blank", "total"
"/home/jinwenhuang/work/Inkspire/client/src/components/Studio.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 203, 0, 0, 0, 0, 16, 219
"/home/jinwenhuang/work/Inkspire/client/src/domain.ts", "TypeScript", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 16, 88
"/home/jinwenhuang/work/Inkspire/client/src/i18n.ts", "TypeScript", 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 9, 202
"/home/jinwenhuang/work/Inkspire/client/src/main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"/home/jinwenhuang/work/Inkspire/client/src/styles.css", "PostCSS", 0, 0, 0, 0, 0, 0, 625, 0, 0, 0, 96, 721
"/home/jinwenhuang/work/Inkspire/client/tests/app.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 512, 0, 0, 0, 0, 82, 594
"/home/jinwenhuang/work/Inkspire/client/tests/domain.test.ts", "TypeScript", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 11, 56
"/home/jinwenhuang/work/Inkspire/client/tests/i18n.test.ts", "TypeScript", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 12, 58
"/home/jinwenhuang/work/Inkspire/client/tests/library.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 12, 106
"/home/jinwenhuang/work/Inkspire/client/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 1, 22
"/home/jinwenhuang/work/Inkspire/client/vite.config.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 2, 16
"/home/jinwenhuang/work/Inkspire/client/vitest.setup.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/jinwenhuang/work/Inkspire/config/app.json", "JSON", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"/home/jinwenhuang/work/Inkspire/config/experts.json", "JSON", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 49
"/home/jinwenhuang/work/Inkspire/config/i18n/en.json", "JSON", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"/home/jinwenhuang/work/Inkspire/config/i18n/zh-Hans.json", "JSON", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"/home/jinwenhuang/work/Inkspire/config/i18n/zh-Hant.json", "JSON", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"/home/jinwenhuang/work/Inkspire/config/prompts/calligraphy.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/jinwenhuang/work/Inkspire/config/prompts/fusion.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/jinwenhuang/work/Inkspire/config/prompts/painting.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/jinwenhuang/work/Inkspire/config/questions.json", "JSON", 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 167
"/home/jinwenhuang/work/Inkspire/docs/superpowers/plans/2026-06-24-inkspire-mvp.md", "Markdown", 0, 542, 0, 0, 0, 0, 0, 0, 0, 0, 164, 706
"/home/jinwenhuang/work/Inkspire/docs/superpowers/specs/2026-06-24-inkspire-mvp-design.md", "Markdown", 0, 381, 0, 0, 0, 0, 0, 0, 0, 0, 141, 522
"/home/jinwenhuang/work/Inkspire/e2e/inkspire.spec.ts", "TypeScript", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 15, 96
"/home/jinwenhuang/work/Inkspire/package-lock.json", "JSON", 5312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5313
"/home/jinwenhuang/work/Inkspire/package.json", "JSON", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"/home/jinwenhuang/work/Inkspire/playwright.config.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 2, 26
"/home/jinwenhuang/work/Inkspire/scripts/verify-real-generation.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 17, 125
"/home/jinwenhuang/work/Inkspire/server/package.json", "JSON", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"/home/jinwenhuang/work/Inkspire/server/src/app.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 243, 0, 0, 29, 272
"/home/jinwenhuang/work/Inkspire/server/src/codexRunner.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 249, 0, 1, 28, 278
"/home/jinwenhuang/work/Inkspire/server/src/config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 10, 59
"/home/jinwenhuang/work/Inkspire/server/src/imagePipeline.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 5, 26
"/home/jinwenhuang/work/Inkspire/server/src/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 3, 16
"/home/jinwenhuang/work/Inkspire/server/src/jobs.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 158, 0, 0, 20, 178
"/home/jinwenhuang/work/Inkspire/server/src/prompts.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 10, 61
"/home/jinwenhuang/work/Inkspire/server/src/storage.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 17, 91
"/home/jinwenhuang/work/Inkspire/server/tests/app.test.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 175, 0, 0, 28, 203
"/home/jinwenhuang/work/Inkspire/server/tests/codexRunner.test.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 137, 0, 0, 19, 156
"/home/jinwenhuang/work/Inkspire/server/tests/config.test.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 5, 78
"/home/jinwenhuang/work/Inkspire/server/tests/imagePipeline.test.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 14, 93
"/home/jinwenhuang/work/Inkspire/server/tests/jobs.test.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 25, 235
"/home/jinwenhuang/work/Inkspire/server/tests/prompts.test.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 8, 61
"/home/jinwenhuang/work/Inkspire/server/tests/storage.test.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 12, 128
"/home/jinwenhuang/work/Inkspire/server/tests/verificationScript.test.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 4, 20
"Total", "-", 5704, 1120, 619, 12, 21, 1430, 625, 1825, 106, 1, 1030, 12493
